,Brand,Price,History,Owner,Kilometers,Fuel_Type,Last_service,Transmission,Registration,Insurance,Year of Manufacturing
636,2012 Maruti Swift ZXI MANUAL,"₹ 3,67,099",Non-Accidental,1st Owner,"70,522 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Mar 2022
Comp",-
637,2016 Honda Jazz 1.2 SV MT MANUAL,"₹ 5,32,000",Non-Accidental,1st Owner,"24,818 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
638,2017 Ford Ecosport 1.5 TITANIUM TI VCT AT AUTOMATIC,"₹ 7,24,199",Non-Accidental,2nd Owner,"14,976 km",Petrol,Petrol,AUTOMATIC,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",-
639,2015 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 3,86,199",Non-Accidental,2nd Owner,"75,571 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
640,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"₹ 4,19,099",Non-Accidental,1st Owner,"61,097 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Jun 2022
Comp",-
641,2015 Maruti Alto K10 VXI MANUAL,"₹ 2,54,899",Non-Accidental,1st Owner,"68,311 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2015,-
642,2012 Maruti Ritz LDI MANUAL,"₹ 2,07,299",Non-Accidental,1st Owner,"72,481 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
643,2012 Hyundai i20 SPORTZ 1.2 O MANUAL,"₹ 2,89,000",Non-Accidental,1st Owner,"45,450 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Feb 2022
Comp",January 2012,-
644,2016 Honda Brio 1.2 S MT I VTEC MANUAL,"₹ 3,99,000",Non-Accidental,1st Owner,"36,373 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Feb 2022
Comp",October 2016,-
645,2009 Maruti Alto STD MANUAL,"₹ 1,12,299",Non-Accidental,1st Owner,"40,847 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
646,2012 Maruti Alto 800 LXI MANUAL,"₹ 1,86,999",Non-Accidental,1st Owner,"82,189 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
647,2009 Maruti Ritz VXI MANUAL,"₹ 1,77,399",Non-Accidental,1st Owner,"87,557 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Dec 2021
Third Party",-
648,2011 Hyundai i20 MAGNA O 1.2 MANUAL,"₹ 2,54,000",Non-Accidental,2nd Owner,"80,757 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2011,-
649,2015 Hyundai Elite i20 SPORTZ (O) 1.2 MANUAL,"₹ 4,73,299",Non-Accidental,1st Owner,"84,466 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Jul 2022
Comp",August 2015,-
650,2009 Maruti Swift Dzire VXI 1.3 MANUAL,"₹ 1,89,199",Non-Accidental,2nd Owner,"1,05,763 km",Petrol + CNG,Petrol + CNG,MANUAL,DL-1C-x-xxxx,"Valid upto Jan 2022
Third Party",-
651,2015 Maruti Swift Dzire LDI BS IV MANUAL,"₹ 3,85,799",Non-Accidental,1st Owner,"61,524 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
652,2013 Renault Duster RXL DIESEL 110 MANUAL,"₹ 3,59,299",Non-Accidental,1st Owner,"74,809 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Jan 2022
Comp",-
653,2013 Maruti Ritz VDI MANUAL,"₹ 2,52,499",Non-Accidental,1st Owner,"66,549 km",Diesel,Diesel,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
654,2017 Maruti Swift VXI MANUAL,"₹ 5,28,699",Non-Accidental,1st Owner,"58,074 km",Petrol,Petrol,MANUAL,CH-01-x-xxxx,"Valid upto Sep 2022
3rd Party",-
655,2010 Honda City S MT PETROL MANUAL,"₹ 2,70,599",Non-Accidental,3rd Owner,"86,768 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Jan 2022
Comp",-
656,2019 KIA SELTOS GTX + AT PETROL,"₹ 17,00,399",Non-Accidental,1st Owner,"10,598 km",Petrol,Petrol,NA,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
657,2010 Hyundai i10 MAGNA 1.2 MANUAL,"₹ 1,85,000",Non-Accidental,1st Owner,"63,730 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2010,-
658,2009 Ford Fiesta 1.6 EXI LTD MANUAL,"₹ 1,80,399",Non-Accidental,1st Owner,"94,121 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
659,2011 Honda City V AT AUTOMATIC,"₹ 3,40,000",Non-Accidental,2nd Owner,"75,703 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Mar 2022
Third_party",January 2011,-
660,2013 Maruti Swift VDI MANUAL,"₹ 3,21,999",Non-Accidental,1st Owner,"63,561 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
661,2013 Hyundai i10 MAGNA 1.1 IRDE2 MANUAL,"₹ 2,56,000",Non-Accidental,1st Owner,"65,231 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2013,-
662,2012 Maruti Swift VDI MANUAL,"₹ 2,68,999",Non-Accidental,1st Owner,"80,682 km",Diesel,Diesel,MANUAL,DL-13-x-xxxx,"Valid upto Sep 2022
3rd Party",-
663,2009 Tata Manza AURA SAFIRE BS IV MANUAL,"₹ 1,45,000",Non-Accidental,1st Owner,"49,257 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2009,-
664,2012 Honda City S AT AUTOMATIC,"₹ 3,68,799",Non-Accidental,4th Owner,"77,333 km",Petrol,Petrol,AUTOMATIC,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
665,2017 Maruti Celerio ZXI AMT AUTOMATIC,"₹ 4,01,499",Non-Accidental,1st Owner,"45,641 km",Petrol,Petrol,AUTOMATIC,UP-14-x-xxxx,"Valid upto Mar 2022
Comp",-
666,2019 Hyundai Creta 1.6 SX VTVT MANUAL,"₹ 12,15,000",Non-Accidental,1st Owner,"9,697 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2019,-
667,2017 Maruti Baleno ZETA 1.2 K12 AMT AUTOMATIC,"₹ 6,25,000",Non-Accidental,1st Owner,"34,677 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Mar 2022
Third_party",February 2017,-
668,2015 Mahindra TUV300 T8 AT AUTOMATIC,"₹ 5,16,000",Non-Accidental,1st Owner,"65,766 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2015,-
669,2017 Maruti Baleno ZETA 1.2 K12 AMT AUTOMATIC,"₹ 6,27,000",Non-Accidental,1st Owner,"34,681 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Mar 2022
Third_party",January 2017,-
670,2012 Maruti Ritz VXI BS IV MANUAL,"₹ 2,75,000",Non-Accidental,1st Owner,"46,398 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2012,-
671,2015 Maruti Swift VDI ABS MANUAL,"₹ 4,05,499",Non-Accidental,2nd Owner,"61,216 km",Diesel,Diesel,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
672,2010 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹ 1,86,099",Non-Accidental,1st Owner,"87,770 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Feb 2022
Third_party",-
673,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 3,89,399",Non-Accidental,1st Owner,"56,653 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Dec 2021
null",-
674,2016 Maruti Baleno RS 1.0 PETROL MANUAL,"₹ 6,60,000",Non-Accidental,1st Owner,674 km,Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
675,2016 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹ 4,31,000",Non-Accidental,1st Owner,"45,232 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
676,2009 Maruti Swift Dzire VXI 1.3 MANUAL,"₹ 2,06,000",Non-Accidental,1st Owner,"78,236 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2009,-
677,2019 Toyota Innova Crysta 2.8 GX AT 7 STR AUTOMATIC,"₹ 17,30,399",Non-Accidental,1st Owner,"30,729 km",Diesel,Diesel,AUTOMATIC,DL-10-x-xxxx,"Valid upto Feb 2022
Zero_Dep",-
678,2017 Maruti Swift VXI MANUAL,"₹ 4,52,999",Non-Accidental,1st Owner,"47,563 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2017,-
679,2017 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹ 5,48,899",Non-Accidental,1st Owner,"43,299 km",Petrol,Petrol,MANUAL,HR-79-x-xxxx,"Valid upto Jun 2022
Zero_Dep",-
680,2012 Maruti Ertiga VDI ABS MANUAL,"₹ 3,94,999",Non-Accidental,1st Owner,"74,320 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
681,2013 Maruti Ritz VDI MANUAL,"₹ 2,69,999",Non-Accidental,1st Owner,"70,687 km",Diesel,Diesel,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
682,2016 Maruti Alto 800 LXI MANUAL,"₹ 2,33,099",Non-Accidental,1st Owner,"56,491 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
683,2014 Honda City SV MT PETROL MANUAL,"₹ 4,21,299",Non-Accidental,2nd Owner,"66,812 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
684,2012 Skoda Superb ELEGANCE 1.8 TSI AT AUTOMATIC,"₹ 3,79,299",Non-Accidental,3rd Owner,"84,629 km",Petrol,Petrol,AUTOMATIC,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
685,2010 Honda City V AT AUTOMATIC,"₹ 3,15,099",Non-Accidental,1st Owner,"88,567 km",Petrol,Petrol,AUTOMATIC,DL-12-x-xxxx,"Valid upto Jun 2022
Third_party",-
686,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"₹ 8,63,499",Non-Accidental,1st Owner,"20,925 km",Diesel,Diesel,HR-51-x-xxxx,"Valid upto May 2022
Comp",March 2018,-
687,2016 Mercedes Benz CLA Class CLA 200 CDI SPORT AUTOMATIC,"₹ 21,55,599",Non-Accidental,2nd Owner,"19,492 km",Diesel,Diesel,AUTOMATIC,DL-2C-x-xxxx,"Valid upto Jan 2022
Comp",-
688,2010 Honda City V MT PETROL MANUAL,"₹ 2,60,000",Non-Accidental,2nd Owner,"90,470 km",Petrol,Petrol,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
689,2013 Maruti Swift VDI MANUAL,"₹ 2,91,999",Non-Accidental,1st Owner,"66,350 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
690,2017 Maruti Vitara Brezza LDI OPT MANUAL,"₹ 7,25,000",Non-Accidental,1st Owner,"50,363 km",Diesel,Diesel,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2017,-
691,2019 Maruti Vitara Brezza VDI MANUAL,"₹ 7,52,299",Non-Accidental,1st Owner,"26,930 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Jan 2022
Comp",-
692,2017 Honda City V MT DIESEL MANUAL,"₹ 7,08,299",Non-Accidental,1st Owner,"53,239 km",Diesel,Diesel,UP-16-x-xxxx,"Valid upto Mar 2022
Zero_Dep",April 2017,-
693,2019 MG HECTOR SHARP HYBIRD PETROL MT MANUAL,"₹ 16,20,199",Non-Accidental,1st Owner,"8,528 km",Petrol,Petrol,MANUAL,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
694,2012 Maruti A Star LXI MANUAL,"₹ 2,11,000",Non-Accidental,1st Owner,"53,322 km",Petrol,Petrol,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
695,2019 Maruti Ciaz DELTA 1.5 SHVS VVT MT MANUAL,"₹ 7,95,699",Non-Accidental,2nd Owner,"7,620 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
696,2017 Maruti Swift Dzire LDI BS IV MANUAL,"₹ 4,52,599",Non-Accidental,2nd Owner,"50,943 km",Diesel,Diesel,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
697,2017 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"₹ 5,50,000",Non-Accidental,1st Owner,"34,724 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2017,-
698,2012 Chevrolet Aveo U VA LS 1.2 MANUAL,"₹ 1,65,000",Non-Accidental,1st Owner,"71,131 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
699,2018 Maruti Swift VXI MANUAL,"₹ 4,65,399",Non-Accidental,1st Owner,"51,789 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Mar 2022
Third Party",-
